编号,开始答题时间,结束答题时间,答题时长,1.您所在社区目前**是否已设置**“快递包装共享回收箱”？,2.您**每月收到的快递数量**,3.**过去 30 天**您使用回收箱的次数,4.您投入的主要包装类型（可多选）:纸箱,4.您投入的主要包装类型（可多选）:塑料袋/快递袋,4.您投入的主要包装类型（可多选）:填充物,4.您投入的主要包装类型（可多选）:其他,5.您在使用回收箱时遇到的**主要障碍**（可多选）:位置不便,5.您在使用回收箱时遇到的**主要障碍**（可多选）:排队/拥堵,5.您在使用回收箱时遇到的**主要障碍**（可多选）:不清楚可回收物,5.您在使用回收箱时遇到的**主要障碍**（可多选）:无奖励,5.您在使用回收箱时遇到的**主要障碍**（可多选）:卫生差,5.您在使用回收箱时遇到的**主要障碍**（可多选）:担心信息泄露,5.您在使用回收箱时遇到的**主要障碍**（可多选）:其他,6.若将回收服务成本计入物业费，您是否接受每月物业费**相比当前增加不超过2元**？,7.您的性别,8.您的年龄,9.您的最高学历,10.您的职业,11.感知有用性:显著减少生活垃圾,11.感知有用性:提升社区形象,11.感知有用性:节省处理时间,11.感知有用性:助力双碳目标,12.感知便利性:投递步骤易懂,12.感知便利性:回收箱离家距离近,12.感知便利性:开放时间充足,13.感知风险性:担心个人信息泄露,13.感知风险性:担心箱体卫生导致虫鼠,13.感知风险性:担心未来产生额外收费,14.感知趣味性:投递过程让我心情愉快,14.感知趣味性:完成投递让我有成就感,15.信任程度:相信包装会被妥善处理,15.信任程度:相信积分/奖励可正常兑换,15.信任程度:相信平台的数据隐私保护,16.主观规范:家人朋友赞成,16.主观规范:社区干部建议,16.主观规范:邻居使用影响,16.主观规范:媒体宣传倡导,17.环境责任:环保是个人责任,17.环境责任:在意包装浪费,17.环境责任:为后代保护环境,17.环境责任:愿减少一次性用品,18.使用习惯:已形成习惯性投递,18.使用习惯:不回收会感到不自在,18.使用习惯:回收行为对我来说很自然,19.激励方案兴趣度:现金红包,19.激励方案兴趣度:积分商城,19.激励方案兴趣度:快递费减免,19.激励方案兴趣度:绿色碳积分,19.激励方案兴趣度:公益植树,19.激励方案兴趣度:社区荣誉排行,19.激励方案兴趣度:物业费折扣,19.激励方案兴趣度:抽盲盒,19.激励方案兴趣度:商家优惠券,19.激励方案兴趣度:二手盒返现,20.未来使用意向:每月持续使用,20.未来使用意向:高频使用意愿,20.未来使用意向:无奖励坚持,20.未来使用意向:社交分享,20.未来使用意向:志愿推广,21.您认为**最有效的激励方案**是什么？请简述原因。,22.其他建议或补充意见,语言,清洗数据结果,智能清洗数据无效概率,地理位置国家和地区,地理位置省,地理位置市,自定义字段,IP,UA,Referrer
77,2025/5/7  19:56:00,2025/5/7  20:05:00,518,A.是,C.7-10个,C.3-5次,A.纸箱,,,,,,C.不清楚可回收物,,,F.担心信息泄露,,A.是,B.女,B.21-25,D.本科,B.全职上班族,C.一般,D.同意,C.一般,C.一般,D.同意,C.一般,C.一般,D.同意,A.非常不同意,C.一般,D.同意,D.同意,C.一般,C.一般,D.同意,D.同意,E.非常同意,B.不同意,C.一般,D.同意,C.一般,D.同意,C.一般,D.同意,C.一般,C.一般,C.一般,E.非常同意,E.非常同意,C.一般,E.非常同意,C.一般,C.一般,D.同意,C.一般,C.一般,E.非常同意,E.非常同意,C.一般,C.一般,E.非常同意,,没有,简体中文,未清洗,,中国,江苏省,南京市,,180.97.62.196,"Mozilla/5.0 (iPad; CPU OS 16_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.52(0x9EBC) NetType/5G Language/zh_CN",
76,2025/5/7  07:24:00,2025/5/7  07:38:00,840,B.否,B.4-6个,,,,,,,,,,,,,A.是,B.女,D.31-35,B.高中/中专,B.全职上班族,D.同意,C.一般,E.非常同意,D.同意,C.一般,D.同意,C.一般,D.同意,C.一般,B.不同意,D.同意,D.同意,D.同意,C.一般,D.同意,E.非常同意,E.非常同意,C.一般,C.一般,D.同意,C.一般,D.同意,D.同意,C.一般,C.一般,D.同意,D.同意,C.一般,C.一般,D.同意,C.一般,C.一般,E.非常同意,C.一般,C.一般,D.同意,D.同意,C.一般,B.不同意,C.一般,C.一般,无,我平时购物少，用不到积分；若可捐赠给公益组织做“助学书箱”会更愿意参与。,简体中文,未清洗,,中国,广东省,广州市,,14.215.86.55,"Mozilla/5.0 (Linux; Android 12; SM?G9960 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6668.193 Mobile Safari/537.36 XWEB/1509588 MMWEBSDK/20250106 MMWEBID/3800 MicroMessenger/8.0.52.2800(0x28008D77) WeChat/arm64",
75,2025/5/8  20:48:00,2025/5/8  20:50:00,165,A.是,C.7-10个,B.1-2次,A.纸箱,B.塑料袋/快递袋,,,,B.排队/拥堵,C.不清楚可回收物,,,,,A.是,B.女,C.26-30,D.本科,B.全职上班族,C.一般,A.非常不同意,E.非常同意,D.同意,D.同意,A.非常不同意,E.非常同意,D.同意,C.一般,A.非常不同意,E.非常同意,C.一般,A.非常不同意,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,D.同意,C.一般,C.一般,D.同意,C.一般,C.一般,C.一般,B.不同意,D.同意,D.同意,D.同意,C.一般,D.同意,D.同意,B.不同意,E.非常同意,D.同意,E.非常同意,C.一般,E.非常同意,E.非常同意,无,无,简体中文,未清洗,,中国,湖北省,武汉市,,111.174.4.227,"Mozilla/5.0 (Linux; Android 12; SM?G9960 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6668.108 Mobile Safari/537.36 XWEB/1315159 MMWEBSDK/20230426 MMWEBID/1654 MicroMessenger/8.0.46.2800(0x2800AA78) WeChat/arm64",
74,2025/5/7  10:03:00,2025/5/7  10:09:00,366,A.是,C.7-10个,A.0次,,,,D.其他,A.位置不便,,,,,,,A.是,A.男,C.26-30,C.大专,B.全职上班族,D.同意,C.一般,D.同意,D.同意,D.同意,B.不同意,C.一般,D.同意,D.同意,A.非常不同意,D.同意,C.一般,C.一般,C.一般,E.非常同意,B.不同意,C.一般,E.非常同意,D.同意,C.一般,E.非常同意,C.一般,D.同意,C.一般,B.不同意,C.一般,C.一般,D.同意,C.一般,C.一般,E.非常同意,B.不同意,E.非常同意,D.同意,C.一般,C.一般,C.一般,C.一般,C.一般,A.非常不同意,D.同意,设立常满举报奖励，上传满箱照片可得积分，促进运营方及时清理。,希望能在小程序里看到“本周节省了多少棵树”的可视化数据，增加成就感。,简体中文,未清洗,,中国,山东省,青岛市,,60.208.147.249,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.0.50 V1_IPH_SQ_9.0.50_0_APP_A Pixel/1170",
73,2025/5/7  01:22:00,2025/5/7  01:26:00,251,B.否,D.10个以上,,,,,,,,,,,,,C.视服务质量而定,A.男,E.36-45,A.初中及以下,B.全职上班族,D.同意,C.一般,E.非常同意,C.一般,C.一般,B.不同意,C.一般,D.同意,D.同意,D.同意,D.同意,C.一般,D.同意,D.同意,D.同意,D.同意,C.一般,C.一般,B.不同意,D.同意,D.同意,C.一般,D.同意,C.一般,D.同意,A.非常不同意,D.同意,C.一般,C.一般,D.同意,E.非常同意,C.一般,C.一般,C.一般,C.一般,C.一般,A.非常不同意,C.一般,D.同意,E.非常同意,E.非常同意,,我住三楼无电梯，懒得下去；如果快递员能顺手把纸箱带走更方便。,简体中文,未清洗,,中国,江苏省,南京市,,180.97.215.14,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.0.50 V1_IPH_SQ_9.1.60_0_APP_A Pixel/1170",
72,2025/5/8  21:22:00,2025/5/8  21:27:00,311,A.是,B.4-6个,C.3-5次,A.纸箱,B.塑料袋/快递袋,C.填充物,,,B.排队/拥堵,,,,F.担心信息泄露,,B.否,A.男,D.31-35,D.本科,B.全职上班族,E.非常同意,D.同意,C.一般,A.非常不同意,C.一般,D.同意,E.非常同意,D.同意,C.一般,C.一般,C.一般,E.非常同意,C.一般,C.一般,E.非常同意,C.一般,E.非常同意,E.非常同意,D.同意,C.一般,C.一般,D.同意,D.同意,C.一般,D.同意,D.同意,A.非常不同意,C.一般,D.同意,E.非常同意,C.一般,B.不同意,C.一般,D.同意,D.同意,C.一般,C.一般,C.一般,E.非常同意,C.一般,D.同意,没有,纸箱折叠教程图示太小，看不清步骤，最好贴 A3 彩印并加英文版。,简体中文,未清洗,,中国,福建省,厦门市,,27.157.16.111,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.1.60 V1_IPH_SQ_9.1.60_0_APP_A Pixel/1170",
71,2025/5/8  13:36:00,2025/5/8  13:39:00,178,A.是,C.7-10个,A.0次,A.纸箱,,C.填充物,,,,C.不清楚可回收物,,,,,A.是,B.女,E.36-45,D.本科,B.全职上班族,D.同意,C.一般,E.非常同意,D.同意,E.非常同意,D.同意,D.同意,C.一般,C.一般,B.不同意,D.同意,D.同意,C.一般,C.一般,C.一般,C.一般,E.非常同意,C.一般,C.一般,D.同意,D.同意,E.非常同意,C.一般,C.一般,D.同意,D.同意,C.一般,C.一般,E.非常同意,D.同意,C.一般,C.一般,C.一般,D.同意,E.非常同意,E.非常同意,C.一般,C.一般,D.同意,C.一般,D.同意,没有,没有,简体中文,未清洗,,中国,山东省,青岛市,,60.208.18.181,"Mozilla/5.0 (Linux; Android 13; RMX3841 Build/HUAWEIM2012K11C; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6668.20 MQQBrowser/6.2 TBS/077301 Mobile Safari/537.36 V1_AND_SQ_9.0.50_YYB_D QQ/9.1.60.57940 NetType/4G WebP/0.3.0 A",
70,2025/5/7  05:29:00,2025/5/7  05:39:00,617,B.否,B.4-6个,,,,,,,,,,,,,A.是,B.女,C.26-30,D.本科,B.全职上班族,C.一般,D.同意,E.非常同意,E.非常同意,D.同意,E.非常同意,C.一般,C.一般,A.非常不同意,D.同意,C.一般,C.一般,D.同意,D.同意,C.一般,E.非常同意,E.非常同意,A.非常不同意,C.一般,D.同意,C.一般,E.非常同意,C.一般,C.一般,E.非常同意,C.一般,D.同意,D.同意,D.同意,D.同意,D.同意,C.一般,D.同意,D.同意,C.一般,B.不同意,D.同意,D.同意,C.一般,E.非常同意,E.非常同意,,没有,简体中文,未清洗,,中国,浙江省,杭州市,,115.236.163.153,"Mozilla/5.0 (Linux; Android 12; M2012K11C Build/HUAWEIM2012K11C; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6668.68 MQQBrowser/6.2 TBS/074921 Mobile Safari/537.36 V1_AND_SQ_9.0.50_YYB_D QQ/9.0.50.36734 NetType/4G WebP/0.3.0 A",
69,2025/5/8  20:52:00,2025/5/8  21:05:00,753,B.否,B.4-6个,,,,,,,,,,,,,B.否,B.女,D.31-35,D.本科,B.全职上班族,C.一般,D.同意,C.一般,B.不同意,E.非常同意,C.一般,C.一般,E.非常同意,C.一般,D.同意,D.同意,C.一般,E.非常同意,C.一般,C.一般,E.非常同意,D.同意,A.非常不同意,C.一般,C.一般,D.同意,B.不同意,C.一般,D.同意,E.非常同意,C.一般,C.一般,C.一般,D.同意,D.同意,D.同意,B.不同意,C.一般,E.非常同意,B.不同意,D.同意,D.同意,E.非常同意,E.非常同意,C.一般,E.非常同意,无,无,简体中文,未清洗,,中国,上海市,上海市,,101.226.37.9,"Mozilla/5.0 (Linux; Android 12; V2219A Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/132.0.6747.174 Mobile Safari/537.36 XWEB/1469473 MMWEBSDK/20250118 MMWEBID/4426 MicroMessenger/8.0.46.2800(0x280082F9) WeChat/arm64",
68,2025/5/7  10:49:00,2025/5/7  10:55:00,393,A.是,B.4-6个,A.0次,,,,,A.位置不便,,C.不清楚可回收物,,E.卫生差,,,A.是,A.男,B.21-25,D.本科,A.学生,E.非常同意,B.不同意,C.一般,C.一般,D.同意,C.一般,D.同意,E.非常同意,D.同意,D.同意,E.非常同意,D.同意,D.同意,C.一般,B.不同意,C.一般,E.非常同意,A.非常不同意,C.一般,C.一般,C.一般,A.非常不同意,B.不同意,B.不同意,C.一般,C.一般,E.非常同意,C.一般,E.非常同意,D.同意,D.同意,D.同意,E.非常同意,C.一般,C.一般,D.同意,C.一般,E.非常同意,A.非常不同意,C.一般,C.一般,没有,无,简体中文,未清洗,,中国,上海市,上海市,,101.226.116.122,"Mozilla/5.0 (iPad; CPU OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.50(0x4277) NetType/5G Language/zh_CN",
67,2025/5/6  23:07:00,2025/5/6  23:11:00,249,B.否,B.4-6个,,,,,,,,,,,,,B.否,B.女,C.26-30,D.本科,B.全职上班族,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,B.不同意,E.非常同意,C.一般,B.不同意,C.一般,E.非常同意,C.一般,E.非常同意,C.一般,E.非常同意,C.一般,C.一般,D.同意,C.一般,D.同意,E.非常同意,D.同意,E.非常同意,C.一般,E.非常同意,C.一般,E.非常同意,B.不同意,D.同意,E.非常同意,D.同意,E.非常同意,C.一般,E.非常同意,A.非常不同意,D.同意,D.同意,E.非常同意,C.一般,A.非常不同意,没有,,简体中文,未清洗,,中国,广东省,深圳市,,183.15.18.129,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.19.1706(0xA8870CFF) WindowsWechat(0x827D9BFF) XWEB/54309 Flue",
66,2025/5/7  05:08:00,2025/5/7  05:16:00,473,A.是,C.7-10个,C.3-5次,A.纸箱,,,,,,,D.无奖励,,F.担心信息泄露,,A.是,B.女,A.15-20,A.初中及以下,A.学生,D.同意,D.同意,B.不同意,E.非常同意,C.一般,C.一般,C.一般,C.一般,D.同意,B.不同意,C.一般,C.一般,D.同意,D.同意,C.一般,E.非常同意,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,B.不同意,C.一般,C.一般,C.一般,A.非常不同意,D.同意,D.同意,A.非常不同意,B.不同意,C.一般,C.一般,C.一般,C.一般,C.一般,D.同意,C.一般,C.一般,D.同意,无,没有,简体中文,未清洗,,中国,四川省,绵阳市,,222.208.130.157,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.17.1711(0xA12699FF) WindowsWechat(0x5312F4FF) XWEB/65299 Flue",
65,2025/5/7  17:44:00,2025/5/7  17:51:00,428,B.否,C.7-10个,,,,,,,,,,,,,B.否,A.男,E.36-45,D.本科,B.全职上班族,D.同意,D.同意,A.非常不同意,A.非常不同意,C.一般,C.一般,C.一般,C.一般,D.同意,D.同意,C.一般,D.同意,E.非常同意,A.非常不同意,C.一般,A.非常不同意,C.一般,D.同意,C.一般,C.一般,D.同意,B.不同意,D.同意,C.一般,E.非常同意,C.一般,D.同意,C.一般,D.同意,E.非常同意,D.同意,E.非常同意,B.不同意,D.同意,D.同意,D.同意,C.一般,D.同意,E.非常同意,D.同意,E.非常同意,,,简体中文,未清洗,,中国,上海市,上海市,,101.226.241.87,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.50(0x2468) NetType/5G Language/zh_CN",
64,2025/5/8  18:29:00,2025/5/8  18:42:00,743,A.是,C.7-10个,A.0次,A.纸箱,B.塑料袋/快递袋,,,A.位置不便,,C.不清楚可回收物,D.无奖励,E.卫生差,,,A.是,A.男,C.26-30,C.大专,B.全职上班族,C.一般,A.非常不同意,C.一般,E.非常同意,C.一般,C.一般,D.同意,A.非常不同意,E.非常同意,E.非常同意,E.非常同意,C.一般,D.同意,D.同意,C.一般,C.一般,C.一般,C.一般,C.一般,C.一般,E.非常同意,D.同意,D.同意,D.同意,D.同意,C.一般,E.非常同意,D.同意,C.一般,D.同意,C.一般,C.一般,D.同意,C.一般,D.同意,C.一般,E.非常同意,E.非常同意,C.一般,B.不同意,C.一般,满 20 次送快递柜免费取件券，最贴近日常需求。,晚上 8?点以后箱体灯光太暗，对老人不友好，建议加感应灯。,简体中文,未清洗,,中国,上海市,上海市,,101.226.27.142,"Mozilla/5.0 (Linux; Android 15; V2219A Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.83 Mobile Safari/537.36 XWEB/1336427 MMWEBSDK/20251224 MMWEBID/4495 MicroMessenger/8.0.46.2800(0x2800FAF3) WeChat/arm64",
63,2025/5/7  12:40:00,2025/5/7  12:46:00,366,A.是,D.10个以上,A.0次,,B.塑料袋/快递袋,,,,,,,,F.担心信息泄露,,A.是,A.男,E.36-45,D.本科,B.全职上班族,C.一般,D.同意,C.一般,B.不同意,D.同意,C.一般,E.非常同意,D.同意,D.同意,D.同意,D.同意,D.同意,C.一般,D.同意,E.非常同意,D.同意,D.同意,C.一般,D.同意,D.同意,C.一般,B.不同意,D.同意,C.一般,D.同意,A.非常不同意,C.一般,D.同意,D.同意,D.同意,D.同意,C.一般,E.非常同意,E.非常同意,D.同意,A.非常不同意,C.一般,C.一般,C.一般,C.一般,D.同意,,无,简体中文,未清洗,,中国,湖北省,武汉市,,111.174.109.12,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 QQ/9.1.60 V1_IPH_SQ_9.0.50_0_APP_A Pixel/1170",
62,2025/5/7  23:23:00,2025/5/7  23:37:00,833,A.是,D.10个以上,C.3-5次,A.纸箱,,,,A.位置不便,,,,,,,C.视服务质量而定,A.男,A.15-20,D.本科,A.学生,D.同意,D.同意,A.非常不同意,D.同意,C.一般,E.非常同意,C.一般,C.一般,B.不同意,E.非常同意,D.同意,E.非常同意,C.一般,D.同意,B.不同意,C.一般,D.同意,E.非常同意,C.一般,C.一般,A.非常不同意,E.非常同意,A.非常不同意,D.同意,E.非常同意,C.一般,E.非常同意,E.非常同意,C.一般,C.一般,E.非常同意,D.同意,C.一般,D.同意,B.不同意,C.一般,A.非常不同意,D.同意,A.非常不同意,A.非常不同意,D.同意,无,无,简体中文,未清洗,,中国,北京市,北京市,,36.112.103.92,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",
61,2025/5/8  18:53:00,2025/5/8  19:04:00,642,A.是,D.10个以上,B.1-2次,A.纸箱,B.塑料袋/快递袋,C.填充物,,A.位置不便,,,,E.卫生差,,,A.是,A.男,C.26-30,C.大专,C.自由职业,C.一般,A.非常不同意,E.非常同意,E.非常同意,E.非常同意,E.非常同意,D.同意,C.一般,C.一般,D.同意,D.同意,C.一般,C.一般,D.同意,D.同意,C.一般,C.一般,D.同意,D.同意,C.一般,C.一般,E.非常同意,C.一般,C.一般,C.一般,B.不同意,E.非常同意,D.同意,C.一般,E.非常同意,E.非常同意,C.一般,A.非常不同意,C.一般,C.一般,D.同意,E.非常同意,E.非常同意,C.一般,D.同意,E.非常同意,没有,,简体中文,未清洗,,中国,湖北省,宜昌市,,219.140.69.224,"Mozilla/5.0 (Linux; Android 15; PD2296 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.82 Mobile Safari/537.36 XWEB/1384923 MMWEBSDK/20240521 MMWEBID/3278 MicroMessenger/8.0.50.2800(0x2800BB08) WeChat/arm64",
60,2025/5/7  23:20:00,2025/5/7  23:26:00,387,A.是,B.4-6个,E.10次以上,A.纸箱,,,,,,,,E.卫生差,,,A.是,B.女,C.26-30,C.大专,B.全职上班族,C.一般,C.一般,D.同意,C.一般,C.一般,C.一般,C.一般,B.不同意,C.一般,D.同意,D.同意,C.一般,C.一般,E.非常同意,C.一般,C.一般,C.一般,E.非常同意,B.不同意,D.同意,C.一般,D.同意,C.一般,A.非常不同意,C.一般,E.非常同意,B.不同意,D.同意,C.一般,E.非常同意,B.不同意,D.同意,C.一般,C.一般,C.一般,C.一般,E.非常同意,D.同意,C.一般,D.同意,C.一般,无,没有,简体中文,未清洗,,中国,北京市,北京市,,36.112.222.30,"Mozilla/5.0 (Linux; Android 15; CPH2607 Build/HUAWEISM?G9960; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6854.20 MQQBrowser/6.2 TBS/072576 Mobile Safari/537.36 V1_AND_SQ_9.1.60_YYB_D QQ/9.1.60.27274 NetType/4G WebP/0.3.0 A",
59,2025/5/7  20:07:00,2025/5/7  20:16:00,540,A.是,C.7-10个,A.0次,A.纸箱,,,,,B.排队/拥堵,C.不清楚可回收物,D.无奖励,E.卫生差,,,C.视服务质量而定,A.男,A.15-20,D.本科,A.学生,C.一般,C.一般,A.非常不同意,C.一般,D.同意,D.同意,D.同意,D.同意,C.一般,C.一般,D.同意,D.同意,D.同意,E.非常同意,B.不同意,B.不同意,C.一般,C.一般,C.一般,D.同意,C.一般,E.非常同意,E.非常同意,C.一般,E.非常同意,D.同意,D.同意,C.一般,D.同意,A.非常不同意,C.一般,E.非常同意,C.一般,D.同意,D.同意,E.非常同意,C.一般,E.非常同意,C.一般,C.一般,E.非常同意,举办环保积分拍卖会，用积分竞拍超值商品，稀缺激励更有趣。,建议把回收箱入口做成斜坡式，拉着小拖车也能直接推上去，不然拎着包装太累。,简体中文,未清洗,,中国,江苏省,苏州市,,180.104.204.91,"Mozilla/5.0 (Linux; Android 13; CPH2607 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/132.0.6747.217 Mobile Safari/537.36 XWEB/1509336 MMWEBSDK/20231220 MMWEBID/4518 MicroMessenger/8.0.52.2800(0x2800472F) WeChat/arm64",
58,2025/5/8  22:27:00,2025/5/8  22:41:00,869,B.否,B.4-6个,,,,,,,,,,,,,C.视服务质量而定,A.男,C.26-30,D.本科,B.全职上班族,D.同意,E.非常同意,E.非常同意,C.一般,D.同意,C.一般,C.一般,D.同意,A.非常不同意,D.同意,E.非常同意,C.一般,C.一般,C.一般,C.一般,D.同意,C.一般,A.非常不同意,E.非常同意,E.非常同意,D.同意,E.非常同意,D.同意,C.一般,C.一般,C.一般,C.一般,B.不同意,C.一般,A.非常不同意,E.非常同意,D.同意,E.非常同意,C.一般,C.一般,A.非常不同意,C.一般,C.一般,D.同意,D.同意,A.非常不同意,无,无,简体中文,未清洗,,中国,福建省,厦门市,,27.157.205.107,"Mozilla/5.0 (iPad; CPU OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.46(0xFD59) NetType/5G Language/zh_CN",
57,2025/5/7  13:06:00,2025/5/7  13:16:00,609,A.是,B.4-6个,C.3-5次,,B.塑料袋/快递袋,C.填充物,,A.位置不便,,C.不清楚可回收物,,E.卫生差,F.担心信息泄露,,A.是,B.女,B.21-25,C.大专,B.全职上班族,C.一般,C.一般,C.一般,C.一般,E.非常同意,C.一般,D.同意,D.同意,B.不同意,C.一般,C.一般,C.一般,D.同意,C.一般,C.一般,E.非常同意,C.一般,E.非常同意,C.一般,D.同意,C.一般,D.同意,C.一般,B.不同意,D.同意,C.一般,C.一般,C.一般,C.一般,D.同意,C.一般,E.非常同意,E.非常同意,B.不同意,D.同意,C.一般,C.一般,E.非常同意,A.非常不同意,D.同意,C.一般,,无,简体中文,未清洗,,中国,山东省,青岛市,,60.208.105.199,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.16.1722(0xCD1788FF) WindowsWechat(0x1BC27FF) XWEB/23243 Flue",
56,2025/5/7  10:59:00,2025/5/7  11:05:00,355,A.是,C.7-10个,C.3-5次,A.纸箱,B.塑料袋/快递袋,,,A.位置不便,,,,,F.担心信息泄露,,B.否,B.女,D.31-35,E.硕士,B.全职上班族,C.一般,C.一般,C.一般,E.非常同意,C.一般,C.一般,C.一般,C.一般,C.一般,E.非常同意,C.一般,B.不同意,D.同意,C.一般,C.一般,E.非常同意,C.一般,C.一般,C.一般,C.一般,D.同意,B.不同意,E.非常同意,E.非常同意,C.一般,C.一般,D.同意,E.非常同意,E.非常同意,C.一般,D.同意,D.同意,D.同意,D.同意,E.非常同意,D.同意,C.一般,E.非常同意,C.一般,D.同意,D.同意,,希望增加“我要投递”按钮，提前预约箱位，避免满箱白跑一趟。,简体中文,未清洗,,中国,浙江省,宁波市,,115.238.214.224,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",
55,2025/5/8  02:48:00,2025/5/8  02:58:00,609,A.是,C.7-10个,A.0次,A.纸箱,,,D.其他,,,C.不清楚可回收物,,,F.担心信息泄露,,B.否,B.女,C.26-30,C.大专,B.全职上班族,D.同意,B.不同意,C.一般,A.非常不同意,D.同意,E.非常同意,B.不同意,C.一般,D.同意,C.一般,D.同意,C.一般,E.非常同意,D.同意,C.一般,C.一般,C.一般,D.同意,C.一般,C.一般,A.非常不同意,D.同意,C.一般,E.非常同意,D.同意,C.一般,C.一般,E.非常同意,D.同意,D.同意,C.一般,A.非常不同意,D.同意,E.非常同意,D.同意,D.同意,C.一般,C.一般,D.同意,C.一般,C.一般,无,,简体中文,未清洗,,中国,上海市,上海市,,101.226.24.179,"Mozilla/5.0 (Linux; Android 12; RMX3841 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6668.50 Mobile Safari/537.36 XWEB/1540122 MMWEBSDK/20230107 MMWEBID/4754 MicroMessenger/8.0.50.2800(0x2800ADFB) WeChat/arm64",
54,2025/5/8  12:22:00,2025/5/8  12:34:00,702,A.是,C.7-10个,C.3-5次,,,C.填充物,,A.位置不便,,,D.无奖励,,,,A.是,B.女,C.26-30,C.大专,B.全职上班族,D.同意,C.一般,D.同意,C.一般,C.一般,D.同意,D.同意,D.同意,C.一般,D.同意,C.一般,D.同意,D.同意,C.一般,C.一般,C.一般,E.非常同意,D.同意,C.一般,D.同意,C.一般,C.一般,C.一般,E.非常同意,C.一般,C.一般,B.不同意,D.同意,D.同意,E.非常同意,D.同意,C.一般,D.同意,C.一般,D.同意,C.一般,D.同意,D.同意,D.同意,D.同意,E.非常同意,没有,,简体中文,未清洗,,中国,上海市,上海市,,101.226.108.158,"Mozilla/5.0 (Linux; Android 15; M2012K11C Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6668.215 Mobile Safari/537.36 XWEB/1425680 MMWEBSDK/20250710 MMWEBID/3104 MicroMessenger/8.0.52.2800(0x2800127A) WeChat/arm64",
